question_id,resumo,status_editorial,instituicao,banca,ano,origem_conhecida,origin_kind,autoria_provavel,rights_status,evidencia_classificacao,requires_media,media_present,media_rights_status,commercial_status,grupo_origem,disciplina,motivo,proximo_passo
f3b2bb09-a571-4a3a-b5c2-83ee1d433c80,"Como diferenciar nódulos de Osler, manchas de Roth e lesões de Janeway quanto à apresentação e ao mecanismo?",published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
6383f8be-0f32-47b9-a4c4-0835fe428a8e,Como devem ser coletadas as hemoculturas na investigação de endocardite infecciosa?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
b7978199-cb6f-476e-9acd-4a45f7e70bcc,Qual é o papel do ecocardiograma transtorácico e quando o transesofágico está indicado na investigação de endocardite infecciosa?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
5914536b-5910-481e-958a-47a773fc57ea,"Qual é o papel da tomografia cardíaca, do PET/CT com 18F-FDG e do SPECT/CT na investigação da endocardite infecciosa?",published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
984c3566-4c6a-40a9-8657-8d298d45ae57,"Quais achados microbiológicos, de imagem e cirúrgicos constituem critérios maiores Duke-ISCVID 2023?",published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
9ca80348-7c32-4834-ad6d-4a8b5512a9b8,Quais combinações de critérios maiores e menores classificam uma endocardite infecciosa clínica como definitiva pelo Duke-ISCVID 2023?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
4d23ad53-c9f8-4da8-be0d-d20fe0c65b71,"Segundo dados de incidência de tumores cerebrais primários nos Estados Unidos (CBTRUS), a taxa média anual é de 24,25 por 100.000 habitantes",published,,,,"Extração e Consolidação — LANCCILO (Tumores do Sistema Nervoso Central), Prof. Dr. Carlos Zicarelli, Disciplina de Neurocirurgia, LANCCILO/PUCPR — Slide 6 (IMG_",authorial,provavel_com_dependencia_de_terceiro,pending,Fonte é extração/consolidação de material de liga/grupo acadêmico (LANCCILO) atribuído a um professor nomeado — direitos do material-fonte não documentados. Sem atestação humana de direitos.,false,false,not_applicable,hold_rights,extracao_compendio_LANCCILO,Neurocirurgia,Fonte é extração/consolidação de material de liga/grupo acadêmico (LANCCILO) atribuído a um professor nomeado — direitos do material-fonte não documentados. Sem atestação humana de direitos.,"Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
33ac5bab-465e-42d8-bba6-29778de84720,Quais agentes e fatores clínicos devem orientar a terapia antimicrobiana empírica da endocardite infecciosa?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
e32a80e9-1743-4584-8f1f-ad2e3743b02b,Qual é o tratamento dirigido da endocardite por estreptococos orais ou Streptococcus gallolyticus sensíveis em valva nativa e protética?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
0d0bd51f-e67e-4322-a567-efdc39167036,"Como é tratada a endocardite estafilocócica de valva nativa por MSSA e por MRSA, e qual é o papel dos aminoglicosídeos?",published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
d408a426-dde5-4930-8789-c5815ae2fc40,Qual é o esquema típico para endocardite por Enterococcus faecalis sensível e quando a gentamicina pode ser considerada?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
f7c270fd-bc33-433a-ad07-183a5831f5cd,Qual é o tratamento recomendado e sua duração para endocardite por microrganismos do grupo HACEK em valva nativa e protética?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
cb48de74-7d59-43e3-9894-54a77c59dbca,Quais critérios permitiram a transição da terapia intravenosa para a oral no ensaio POET?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
1e140c7e-2211-4449-ab60-3b25f9dcb444,Quais são as três indicações centrais para cirurgia na endocardite infecciosa?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
a73ea2f3-e99e-4891-a717-bb88929407a8,"Como um AIT, um AVC isquêmico ou uma hemorragia intracraniana influenciam o momento da cirurgia na endocardite infecciosa?",published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
70ea41b4-a50b-4518-b413-3e8c610529de,Como deve ser reconhecida e tratada a endocardite associada a dispositivo cardíaco eletrônico implantável?,published,,,,Biblioteca/Medicina/Cardiologia/Clínica/Endocardite Infecciosa.docx + Casos Clínicos/tutorial/Cardiologia/Caso 3 — Endocardite Infecciosa.pdf,authorial,provavel_com_dependencia_de_terceiro,pending,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.",false,false,not_applicable,hold_rights,curricular_PUC_tutorial_caso,Infectologia,"Questão redigida pelo usuário, mas o caso/tutorial-fonte citado é material curricular da instituição de ensino (PUC), possivelmente de autoria de docente/curso — extensão de reuso verbatim do caso não auditada neste levantamento. Sem atestação humana de direitos.","Obter atestação humana específica de titularidade/direitos (ou licença documentada) antes de liberação comercial; para os grupos com fonte curricular/institucional de terceiro, isso inclui validar essa fonte (autorização do docente/instituição ou reautoria preservando tema/competência)."
